slug,source,substrate,pi_probability,pi_label,content_len,defender_positive
a5c-ai/babysitter,github_plugins,plugins,0.0174,0,6000,False
SafeRL-Lab/cheetahclaws,github_plugins,plugins,0.8664,1,6000,False
Chachamaru127/claude-code-harness,github_plugins,plugins,0.9837,1,6000,False
qualisero/awesome-pi-agent,github_plugins,plugins,0.0002,0,6000,False
twwch/vibe-coding,github_plugins,plugins,0.0043,0,6000,False
hashicorp/agent-skills,github_plugins,plugins,0.0000,0,2131,False
777genius/claude-notifications-go,github_plugins,plugins,0.5956,1,6000,False
m1heng/claude-plugin-weixin,github_plugins,plugins,0.0000,0,1998,False
mhattingpete/claude-skills-marketplace,github_plugins,plugins,0.0007,0,6000,False
lijigang/ljg-skill-xray-paper,github_plugins,plugins,0.0008,0,1363,False
FradSer/dotclaude,github_plugins,plugins,0.0004,0,3968,False
AgriciDaniel/claude-blog,github_plugins,plugins,0.0002,0,6000,False
asamassekou10/ship-safe,github_plugins,plugins,0.9941,1,6000,False
popup-studio-ai/bkit-claude-code,github_plugins,plugins,0.0013,0,6000,False
enulus/OpenPackage,github_plugins,plugins,0.9631,1,6000,False
SethGammon/Citadel,github_plugins,plugins,0.2520,0,6000,False
Kamalnrf/claude-plugins,github_plugins,plugins,0.0020,0,6000,False
data-goblin/power-bi-agentic-development,github_plugins,plugins,0.0020,0,6000,False
simple10/agents-observe,github_plugins,plugins,0.0002,0,6000,False
LigphiDonk/Oh-my--paper,github_plugins,plugins,0.2540,0,6000,False
aitytech/agentkits-marketing,github_plugins,plugins,0.9475,1,6000,False
TokenRollAI/llmdoc,github_plugins,plugins,0.0000,0,6000,False
xu-xiang/everything-claude-code-zh,github_plugins,plugins,0.0051,0,6000,False
duckdb/duckdb-skills,github_plugins,plugins,0.0000,0,5670,False
Piebald-AI/claude-code-lsps,github_plugins,plugins,0.1962,0,6000,False
neiii/bridle,github_plugins,plugins,0.0003,0,6000,False
freee/freee-mcp,github_plugins,plugins,0.0005,0,6000,False
levnikolaevich/claude-code-skills,github_plugins,plugins,0.0006,0,6000,False
manuelschipper/nah,github_plugins,plugins,0.1528,0,6000,False
ghostsecurity/skills,github_plugins,plugins,0.0002,0,3299,False
uppinote20/claude-dashboard,github_plugins,plugins,0.0000,0,6000,False
GoPlusSecurity/agentguard,github_plugins,plugins,0.9985,1,6000,False
eudk/awesome-ai-tools,github_plugins,plugins,0.8395,1,6000,False
Sinotrade/Shioaji,github_plugins,plugins,0.0094,0,6000,False
ZimoLiao/scholaraio,github_plugins,plugins,0.0094,0,6000,False
danielrosehill/Claude-Code-Projects-Index,github_plugins,plugins,0.0000,0,6000,False
elastic/agent-skills,github_plugins,plugins,0.0005,0,6000,False
trailofbits/skills-curated,github_plugins,plugins,0.0000,0,6000,False
nWave-ai/nWave,github_plugins,plugins,0.0003,0,6000,False
humanplane/homunculus,github_plugins,plugins,0.0001,0,6000,False
rlancemartin/claude-diary,github_plugins,plugins,0.0001,0,6000,False
aniketkarne/ClaudeNightsWatch,github_plugins,plugins,0.0047,0,6000,False
AvdLee/Swift-Testing-Agent-Skill,github_plugins,plugins,0.0000,0,6000,False
ancoleman/ai-design-components,github_plugins,plugins,0.0015,0,6000,False
shareAI-lab/mini-claude-code,github_plugins,plugins,0.0003,0,5681,False
cdppcorp/KESE-KIT,github_plugins,plugins,0.0011,0,6000,False
peterfei/ai-agent-team,github_plugins,plugins,0.0522,0,6000,False
astronomer/agents,github_plugins,plugins,0.0001,0,6000,False
flexcompute/tidy3d,github_plugins,plugins,0.0101,0,6000,False
alonw0/web-asset-generator,github_plugins,plugins,0.0009,0,6000,False
AgriciDaniel/banana-claude,github_plugins,plugins,0.0025,0,6000,False
defendend/Claude-ast-index-search,github_plugins,plugins,0.0001,0,6000,False
umputun/revdiff,github_plugins,plugins,0.0015,0,6000,False
awesome-skills/code-review-skill,github_plugins,plugins,0.4247,0,6000,False
echoVic/boss-skill,github_plugins,plugins,0.0021,0,6000,False
yzddmr6/repo-analyzer,github_plugins,plugins,0.0001,0,5629,False
appwrite/sdk-generator,github_plugins,plugins,0.0001,0,6000,False
Aspegio/nelson,github_plugins,plugins,0.0183,0,6000,False
NTCoding/claude-skillz,github_plugins,plugins,0.0000,0,6000,False
boshu2/agentops,github_plugins,plugins,0.0021,0,6000,False
partme-ai/full-stack-skills,github_plugins,plugins,0.0068,0,6000,False
poshan0126/dotclaude,github_plugins,plugins,0.0000,0,6000,False
codewithmukesh/dotnet-claude-kit,github_plugins,plugins,0.0015,0,6000,False
AdaCore/ada_language_server,github_plugins,plugins,0.0000,0,6000,False
syahiidkamil/Software-Engineer-AI-Agent-Atlas,github_plugins,plugins,0.0002,0,6000,False
juxt/allium,github_plugins,plugins,0.0001,0,6000,False
nowork-studio/toprank,github_plugins,plugins,0.0003,0,6000,False
spencerc99/playhtml,github_plugins,plugins,0.0035,0,6000,False
iamzhihuix/happy-claude-skills,github_plugins,plugins,0.0000,0,6000,False
OpenSQZ/GTPlanner,github_plugins,plugins,0.0396,0,6000,False
backbay-labs/clawdstrike,github_plugins,plugins,0.9884,1,6000,False
sudocode-ai/sudocode,github_plugins,plugins,0.9979,1,6000,False
drivelineresearch/autoresearch-claude-code,github_plugins,plugins,0.0003,0,6000,False
ryanbbrown/revealjs-skill,github_plugins,plugins,0.0000,0,3550,False
shareAI-lab/shareAI-skills,github_plugins,plugins,0.0000,0,3688,False
JaredStewart/coderlm,github_plugins,plugins,0.0000,0,6000,False
crazyguitar/cppcheatsheet,github_plugins,plugins,0.0001,0,6000,False
dcramer/dex,github_plugins,plugins,0.0000,0,2093,False
mohitagw15856/pm-claude-skills,github_plugins,plugins,0.0001,0,6000,False
athola/claude-night-market,github_plugins,plugins,0.0018,0,6000,False
obra/superpowers-chrome,github_plugins,plugins,0.0000,0,5806,False
nvk/llm-wiki,github_plugins,plugins,0.0005,0,6000,False
MadAppGang/claude-code,github_plugins,plugins,0.0004,0,6000,False
intellectronica/agent-skills,github_plugins,plugins,0.0152,0,6000,False
nesaminua/claude-code-lsp-enforcement-kit,github_plugins,plugins,0.9958,1,6000,False
railwayapp/railway-skills,github_plugins,plugins,0.0000,0,2121,False
elementsix/elementsix-skills,github_plugins,plugins,0.0068,0,5606,False
ombulabs/claude-code_rails-upgrade-skill,github_plugins,plugins,0.0000,0,6000,False
firebase/agent-skills,github_plugins,plugins,0.0001,0,2930,False
xr843/Master-skill,github_plugins,plugins,0.9974,1,6000,False
JDArmy/Evasion-SubAgents,github_plugins,plugins,0.0041,0,6000,False
ferdinandobons/startup-skill,github_plugins,plugins,0.0002,0,5465,False
paid-tw/skills,github_plugins,plugins,0.0069,0,5890,False
Shin-sibainu/cc-company,github_plugins,plugins,0.0011,0,2098,False
CaddyGlow/ccproxy-api,github_plugins,plugins,0.0000,0,6000,False
Sibyl-Research-Team/AutoResearch-SibylSystem,github_plugins,plugins,0.0810,0,6000,False
shangyankeji/super-dev,github_plugins,plugins,0.1176,0,6000,False
ix-infrastructure/Ix,github_plugins,plugins,0.9946,1,5963,False
billy-enrizky/openbrowser-ai,github_plugins,plugins,0.0028,0,6000,False
wwwzhouhui/skills_collection,github_plugins,plugins,0.0022,0,6000,False
secondsky/sap-skills,github_plugins,plugins,0.0001,0,6000,False
Mizoreww/awesome-claude-code-config,github_plugins,plugins,0.0005,0,6000,False
jessepwj/CCteam-creator,github_plugins,plugins,0.0000,0,6000,False
ussumant/llm-wiki-compiler,github_plugins,plugins,0.0000,0,6000,False
codemie-ai/codemie-code,github_plugins,plugins,0.0047,0,6000,False
AlexGladkov/claude-in-mobile,github_plugins,plugins,0.0000,0,6000,False
giuseppe-trisciuoglio/developer-kit,github_plugins,plugins,0.0357,0,6000,False
vabole/apple-skills,github_plugins,plugins,0.0002,0,6000,False
LukeRenton/explore-claude-code,github_plugins,plugins,0.2628,0,5334,False
dsifry/metaswarm,github_plugins,plugins,0.0000,0,6000,False
xenitV1/claude-code-maestro,github_plugins,plugins,0.0004,0,6000,False
claudekit/frontend-design-pro-demo,github_plugins,plugins,0.0000,0,4022,False
rllm-org/hive,github_plugins,plugins,0.9957,1,6000,False
aklofas/kicad-happy,github_plugins,plugins,0.0033,0,6000,False
edwardsanchez/MotionEyes,github_plugins,plugins,0.0000,0,6000,False
rohitg00/awesome-claude-design,github_plugins,plugins,0.0103,0,6000,False
novotnyllc/dotnet-artisan,github_plugins,plugins,0.0000,0,6000,False
aneasystone/github-trending,github_plugins,plugins,0.0041,0,6000,False
andrew-shwetzer/career-ops-plugin,github_plugins,plugins,0.0000,0,3044,False
johnrogers/claude-swift-engineering,github_plugins,plugins,0.0001,0,6000,False
geekjourneyx/ai-daily-skill,github_plugins,plugins,0.0157,0,5012,False
cafe3310/public-agent-skills,github_plugins,plugins,0.0040,0,6000,False
fumiya-kume/claude-code,github_plugins,plugins,0.0000,0,4987,False
microsoft/GitHub-Copilot-for-Azure,github_plugins,plugins,0.0000,0,6000,False
LichAmnesia/lich-skills,github_plugins,plugins,0.0008,0,6000,False
alaliqing/claude-paper,github_plugins,plugins,0.0014,0,6000,False
liorwn/claudetop,github_plugins,plugins,0.0320,0,6000,False
Eyadkelleh/awesome-claude-skills-security,github_plugins,plugins,0.0000,0,6000,False
chenxiachan/xhs-claude-skills,github_plugins,plugins,0.9788,1,2777,False
akin-ozer/cc-devops-skills,github_plugins,plugins,0.0000,0,6000,False
nessshon/tonapi,github_plugins,plugins,0.1085,0,3855,False
dongbeixiaohuo/writing-agent,github_plugins,plugins,0.1378,0,6000,False
basnijholt/agent-cli,github_plugins,plugins,0.0109,0,6000,False
yucchiy/UniCli,github_plugins,plugins,0.0000,0,6000,False
klaudworks/universal-skills,github_plugins,plugins,0.0099,0,4864,False
Mathews-Tom/armory,github_plugins,plugins,0.0004,0,6000,False
bencium/bencium-marketplace,github_plugins,plugins,0.0000,0,4491,False
LerianStudio/ring,github_plugins,plugins,0.0013,0,6000,False
bradleygolden/claude-marketplace-elixir,github_plugins,plugins,0.0002,0,2430,False
dylantmoore/stata-skill,github_plugins,plugins,0.0000,0,4656,False
Leeroo-AI/superml,github_plugins,plugins,0.9903,1,6000,False
Fredasterehub/kiln,github_plugins,plugins,0.9789,1,6000,False
markmdev/meridian,github_plugins,plugins,0.0002,0,6000,False
Riley-Coyote/polyclaude,github_plugins,plugins,0.0001,0,6000,False
tensorlakeai/tensorlake-skills,github_plugins,plugins,0.0000,0,6000,False
microsoft/skills-for-copilot-studio,github_plugins,plugins,0.0000,0,4232,False
jduncan-rva/skill-porter,github_plugins,plugins,0.0000,0,6000,False
ory/lumen,github_plugins,plugins,0.0008,0,6000,False
joseairosa/recall,github_plugins,plugins,0.0004,0,6000,False
gtmagents/gtm-agents,github_plugins,plugins,0.0004,0,6000,False
CronusL-1141/AI-company,github_plugins,plugins,0.0028,0,6000,False
basecamp/basecamp-cli,github_plugins,plugins,0.0068,0,5489,False
joshuadavidthomas/opencode-agent-skills,github_plugins,plugins,0.0000,0,6000,False
lifedever/claude-rules,github_plugins,plugins,0.0011,0,6000,False
NakanoSanku/OhMySkills,github_plugins,plugins,0.0001,0,6000,False
cathrynlavery/codex-skill,github_plugins,plugins,0.0000,0,4333,False
basecamp/fizzy-cli,github_plugins,plugins,0.9991,1,6000,False
product-on-purpose/pm-skills,github_plugins,plugins,0.9928,1,6000,False
jamditis/claude-skills-journalism,github_plugins,plugins,0.0000,0,6000,False
suriyel/longtaskforagent,github_plugins,plugins,0.1122,0,6000,False
apify/awesome-skills,github_plugins,plugins,0.0002,0,4305,False
hashgraph-online/ai-plugin-scanner,github_plugins,plugins,0.1203,0,6000,False
Rito-w/skills-manager,github_plugins,plugins,0.0007,0,4032,False
elvismdev/claude-wordpress-skills,github_plugins,plugins,0.0001,0,5636,False
pablo-mano/Obsidian-CLI-skill,github_plugins,plugins,0.0002,0,6000,False
Gerstep/HumanCompiler,github_plugins,plugins,0.1413,0,6000,False
maxanatsko/pbir.tools,github_plugins,plugins,0.9908,1,4000,False
NeoVertex1/context-field,github_plugins,plugins,0.0182,0,6000,False
boostvolt/claude-code-lsps,github_plugins,plugins,0.0000,0,6000,False
SepineTam/stata-mcp,github_plugins,plugins,0.9013,1,6000,False
hoangnb24/skills,github_plugins,plugins,0.0000,0,6000,False
minipuft/claude-prompts,github_plugins,plugins,0.0458,0,6000,False
yuque/yuque-ecosystem,github_plugins,plugins,0.0015,0,3489,False
sbusso/claudeclaw,github_plugins,plugins,0.0045,0,6000,False
luanmorenommaciel/agentspec,github_plugins,plugins,0.0020,0,6000,False
georgeguimaraes/claude-code-elixir,github_plugins,plugins,0.0000,0,6000,False
team-attention/hoyeon,github_plugins,plugins,0.0102,0,6000,False
nagisanzenin/claude-code-production-grade-plugin,github_plugins,plugins,0.0262,0,6000,False
romiluz13/cc10x,github_plugins,plugins,0.0009,0,6000,False
zhimin-z/awesome-awesome-artificial-intelligence,github_plugins,plugins,0.0160,0,6000,False
willibrandon/pixel-plugin,github_plugins,plugins,0.0000,0,6000,False
LukasNiessen/terrashark,github_plugins,plugins,0.0098,0,6000,False
osovv/grace-marketplace,github_plugins,plugins,0.0000,0,6000,False
warpdotdev/claude-code-warp,github_plugins,plugins,0.0000,0,3569,False
mlunato47/claude-grc-plugin,github_plugins,plugins,0.0000,0,6000,False
severity1/claude-code-auto-memory,github_plugins,plugins,0.0003,0,6000,False
nowledge-co/nowledge-mem,github_plugins,plugins,0.0219,0,3543,False
brycewang-stanford/Awesome-Agent-Skills-for-Empirical-Research,github_plugins,plugins,0.0064,0,6000,False
noemuch/bridge,github_plugins,plugins,0.8934,1,6000,False
thalysjuvenal/advpl-specialist,github_plugins,plugins,0.0046,0,6000,False
bdfinst/agentic-dev-team,github_plugins,plugins,0.0000,0,6000,False
dagster-io/skills,github_plugins,plugins,0.0060,0,3225,False
Fallomai/openui,github_plugins,plugins,0.0000,0,5157,False
jdforsythe/forge,github_plugins,plugins,0.0002,0,4860,False
jpcaparas/superpowers-laravel,github_plugins,plugins,0.0032,0,6000,False
pzep1/xcode-build-skill,github_plugins,plugins,0.0000,0,3002,False
team-attention/agent-council,github_plugins,plugins,0.0000,0,6000,False
0xAxiom/AppFactory,github_plugins,plugins,0.3749,0,6000,False
ahmedasmar/devops-claude-skills,github_plugins,plugins,0.0001,0,5710,False
fcakyon/phd-skills,github_plugins,plugins,0.0001,0,6000,False
TechDufus/oh-my-claude,github_plugins,plugins,0.9451,1,6000,False
undeadlist/claude-code-agents,github_plugins,plugins,0.0000,0,6000,False
trkbt10/indexion,github_plugins,plugins,0.0001,0,6000,False
edwingao28/excalidraw-toolkit,github_plugins,plugins,0.0000,0,6000,False
haowjy/creative-writing-skills,github_plugins,plugins,0.0011,0,6000,False
ab604/claude-code-r-skills,github_plugins,plugins,0.0000,0,6000,False
loulanyue/awesome-claude-notes,github_plugins,plugins,0.0104,0,5530,False
MakFly/superpowers-symfony,github_plugins,plugins,0.0000,0,6000,False
iamzifei/wechat-article-publisher-skill,github_plugins,plugins,0.0006,0,6000,False
glebis/claude-skills,github_plugins,plugins,0.0000,0,6000,False
AgentSecOps/SecOpsAgentKit,github_plugins,plugins,0.0001,0,6000,False
Codename-Inc/spectre,github_plugins,plugins,0.0001,0,6000,False
jamesrochabrun/skills,github_plugins,plugins,0.0000,0,6000,False
workersio/spec,github_plugins,plugins,0.0002,0,6000,False
vivy-yi/xiaohongshu-skills,github_plugins,plugins,0.0003,0,6000,False
xiehust/owork,github_plugins,plugins,0.0741,0,6000,False
Amanbh997/Claude-skills-for-Computational-Designers,github_plugins,plugins,0.0001,0,6000,False
buildatscale-tv/claude-code-plugins,github_plugins,plugins,0.0000,0,6000,False
postgres-ai/postgresai,github_plugins,plugins,0.0028,0,6000,False
AlpacaLabsLLC/skills-for-architects,github_plugins,plugins,0.0243,0,6000,False
blencorp/lisa,github_plugins,plugins,0.0002,0,6000,False
obra/superpowers-developing-for-claude-code,github_plugins,plugins,0.0000,0,3032,False
NYCU-Chung/cc-statusline,github_plugins,plugins,0.0000,0,6000,False
db-ux-design-system/core-web,github_plugins,plugins,0.7748,1,6000,False
node9-ai/node9-proxy,github_plugins,plugins,0.0086,0,6000,False
j-morgan6/elixir-phoenix-guide,github_plugins,plugins,0.0000,0,6000,False
bobmatnyc/claude-mpm,github_plugins,plugins,0.0016,0,6000,False
jh941213/my-cc-harness,github_plugins,plugins,0.1410,0,6000,False
rileyhilliard/claude-essentials,github_plugins,plugins,0.0008,0,6000,False
WoJiSama/skill-based-architecture,github_plugins,plugins,0.0002,0,6000,False
vinta/hal-9000,github_plugins,plugins,0.0021,0,3583,False
proficientlyjobs/proficiently-claude-skills,github_plugins,plugins,0.0001,0,6000,False
careerhackeralex/visualize,github_plugins,plugins,0.0000,0,6000,False
VeraSuperHub/vera-eb-suite,github_plugins,plugins,0.0007,0,6000,False
intertwine/dspy-agent-skills,github_plugins,plugins,0.0000,0,5244,False
fugazi/test-automation-skills-agents,github_plugins,plugins,0.0001,0,6000,False
cloudnative-co/claude-code-starter-kit,github_plugins,plugins,0.0044,0,6000,False
st0012/ruby-skills,github_plugins,plugins,0.0000,0,3007,False
Amanbh997/Skills-Architects,github_plugins,plugins,0.0000,0,6000,False
nexus-labs-automation/mobile-observability,github_plugins,plugins,0.0000,0,4300,False
kaichen/amap-skill,github_plugins,plugins,0.0006,0,1623,False
Toskysun/sub-agents,github_plugins,plugins,0.0079,0,6000,False
nextlevelbuilder/skillx,github_plugins,plugins,0.0000,0,6000,False
resend/resend-skills,github_plugins,plugins,0.0001,0,2120,False
rrader/mytets,github_plugins,plugins,0.0001,0,643,False
artwist-polyakov/polyakov-claude-skills,github_plugins,plugins,0.0002,0,6000,False
huifer/claude-code-seo,github_plugins,plugins,0.0085,0,4959,False
Archethect/sc-auditor,github_plugins,plugins,0.0002,0,6000,False
OriNachum/claude-code-guide,github_plugins,plugins,0.0012,0,6000,False
greatpie/smart-contract-audit-skill,github_plugins,plugins,0.0000,0,3698,False
raysonmeng/agent-bridge,github_plugins,plugins,0.0004,0,6000,False
patrickfreyer/apple-mail-mcp,github_plugins,plugins,0.0071,0,6000,False
hamelsmu/research-council,github_plugins,plugins,0.0000,0,6000,False
frenzymath/Archon,github_plugins,plugins,0.0046,0,6000,False
arkylab/aspm,github_plugins,plugins,0.0000,0,6000,False
777genius/claude-code-working,github_plugins,plugins,0.0000,0,6000,False
kylesnowschwartz/SimpleClaude,github_plugins,plugins,0.0021,0,5841,False
moonpay/skills,github_plugins,plugins,0.0002,0,5479,False
chu2bard/pinion-os,github_plugins,plugins,0.0012,0,6000,False
matlab/matlab-agentic-toolkit,github_plugins,plugins,0.0000,0,6000,False
nabeelhyatt/coworkpowers,github_plugins,plugins,0.0000,0,6000,False
KimYx0207/Meta_Kim,github_plugins,plugins,0.8889,1,6000,False
Advenire-Consulting/thebrain,github_plugins,plugins,0.0229,0,6000,False
Crestdrasnip/Claude-Zeroclaw,github_plugins,plugins,0.0013,0,6000,False
amplitude/builder-skills,github_plugins,plugins,0.0000,0,6000,False
ppgranger/token-saver,github_plugins,plugins,0.0018,0,6000,False
share-skills/pi,github_plugins,plugins,0.9931,1,6000,False
mubaidr/gem-team,github_plugins,plugins,0.0013,0,6000,False
SukinShetty/Nemp-memory,github_plugins,plugins,0.0639,0,6000,False
omarshahine/HomeClaw,github_plugins,plugins,0.0001,0,6000,False
Lubu-Labs/langchain-agent-skills,github_plugins,plugins,0.0000,0,6000,False
weaviate/agent-skills,github_plugins,plugins,0.0000,0,5216,False
missingus3r/friday-showcase,github_plugins,plugins,0.0002,0,6000,False
robonuggets/claudeclaw,github_plugins,plugins,0.0003,0,6000,False
dair-ai/dair-academy-plugins,github_plugins,plugins,0.0000,0,1753,False
OpenGradient/OpenGradient-SDK,github_plugins,plugins,0.0002,0,6000,False
martinemde/starship-claude,github_plugins,plugins,0.0033,0,3731,False
FreePeak/LeanKG,github_plugins,plugins,0.0337,0,6000,False
zai-org/zai-coding-plugins,github_plugins,plugins,0.0000,0,2066,False
mertbuilds/claudemarketplaces.com,github_plugins,plugins,0.0000,0,33,False
numman-ali/zai-cli,github_plugins,plugins,0.0119,0,4462,False
SpillwaveSolutions/agent-brain,github_plugins,plugins,0.0000,0,6000,False
niaka3dayo/agent-skills-vrc-udon,github_plugins,plugins,0.9334,1,6000,False
pixijs/pixijs-skills,github_plugins,plugins,0.0005,0,6000,False
alchemiststudiosDOTai/harness-engineering,github_plugins,plugins,0.0000,0,6000,False
josipjelic/orchestrated-project-template,github_plugins,plugins,0.0001,0,6000,False
obie/skills,github_plugins,plugins,0.0000,0,2729,False
phronesis-io/eigenflux,github_plugins,plugins,0.9903,1,6000,False
GetBindu/awesome-claude-code-and-skills,github_plugins,plugins,0.0004,0,6000,False
Ss1024sS/LLM-wiki,github_plugins,plugins,0.0001,0,6000,False
skobak/pix,github_plugins,plugins,0.0001,0,1733,False
samyakjain0606/awesome-learning-material,github_plugins,plugins,0.0001,0,6000,False
Shin-sibainu/cc-secretary,github_plugins,plugins,0.0016,0,2411,False
nbashaw/claude-cs,github_plugins,plugins,0.0000,0,6000,False
rand/rlm-claude-code,github_plugins,plugins,0.0000,0,6000,False
LilMGenius/polysona,github_plugins,plugins,0.0182,0,6000,False
closedloop-ai/claude-plugins,github_plugins,plugins,0.0015,0,3950,False
AnastasiyaW/claude-code-config,github_plugins,plugins,0.0009,0,6000,False
duthaho/claudekit,github_plugins,plugins,0.0000,0,6000,False
T0UGH/videoclaw,github_plugins,plugins,0.0085,0,4662,False
hoangsonww/Claude-Code-Agent-Monitor,github_plugins,plugins,0.0002,0,6000,False
alirezarezvani/claude-cto-team,github_plugins,plugins,0.0018,0,6000,False
hah23255/adb-android-control,github_plugins,plugins,0.0000,0,4662,False
Remix-Design/RemixIcon-MCP,github_plugins,plugins,0.0000,0,6000,False
OMARVII/claude-alloy,github_plugins,plugins,0.9845,1,6000,False
xenodium/emacs-skills,github_plugins,plugins,0.0000,0,2762,False
wilwaldon/Claude-Code-Frontend-Design-Toolkit,github_plugins,plugins,0.0000,0,6000,False
Dev-GOM/claude-code-marketplace,github_plugins,plugins,0.0004,0,6000,False
lyndonkl/claude,github_plugins,plugins,0.0002,0,6000,False
dbt-labs/ade-bench,github_plugins,plugins,0.0011,0,6000,False
matlab/simulink-agentic-toolkit,github_plugins,plugins,0.0000,0,6000,False
neondatabase/ai-rules,github_plugins,plugins,0.0005,0,6000,False
marcelocruzrpa/uipath-ai-skills,github_plugins,plugins,0.0000,0,6000,False
sswym/oh-my-agent,github_plugins,plugins,0.0225,0,2691,False
Chat2AnyLLM/awesome-claude-plugins,github_plugins,plugins,0.0002,0,6000,False
SonarSource/sonarqube-agent-plugins,github_plugins,plugins,0.0000,0,6000,False
chuanseng-ng/digital-chip-design-agents,github_plugins,plugins,0.0000,0,6000,False
opentrace/opentrace,github_plugins,plugins,0.0042,0,6000,False
ScrapingBee/scrapingbee-cli,github_plugins,plugins,0.0000,0,6000,False
openshift-eng/ai-helpers,github_plugins,plugins,0.0000,0,6000,False
st0012/cctop,github_plugins,plugins,0.2558,0,6000,False
nicknisi/claude-plugins,github_plugins,plugins,0.0000,0,2266,False
Automattic/wordpress-agent-skills,github_plugins,plugins,0.0000,0,5301,False
poemswe/co-researcher,github_plugins,plugins,0.0002,0,6000,False
ClariSortAi/openclaw-manager-plugin,github_plugins,plugins,0.0021,0,6000,False
raine/git-surgeon,github_plugins,plugins,0.1836,0,6000,False
obra/claude-session-driver,github_plugins,plugins,0.0000,0,2345,False
panayiotism/claude-harness,github_plugins,plugins,0.0000,0,6000,False
denoland/skills,github_plugins,plugins,0.0000,0,4857,False
bitwarden/ai-plugins,github_plugins,plugins,0.0000,0,4228,False
khendzel/skills-janitor,github_plugins,plugins,0.0000,0,5304,False
isjiamu/jiamu-skills,github_plugins,plugins,0.0033,0,6000,False
monte-carlo-data/mc-agent-toolkit,github_plugins,plugins,0.0000,0,6000,False
rhuss/cc-spex,github_plugins,plugins,0.0007,0,6000,False
taekchef/claude-code-zh-cn,github_plugins,plugins,0.6155,1,6000,False
ovoment/ovo-local-llm,github_plugins,plugins,0.9955,1,6000,False
rawwerks/rlm-cli,github_plugins,plugins,0.0001,0,6000,False
spences10/svelte-skills-kit,github_plugins,plugins,0.0000,0,4552,False
corca-ai/claude-plugins,github_plugins,plugins,0.0000,0,6000,False
tawanorg/claude-sync,github_plugins,plugins,0.0528,0,6000,False
BankrBot/claude-plugins,github_plugins,plugins,0.0000,0,2489,False
base44/skills,github_plugins,plugins,0.0000,0,2109,False
sliday/tamp,github_plugins,plugins,0.0001,0,6000,False
alexanderatallah/redline,github_plugins,plugins,0.0010,0,5436,False
tmdgusya/engineering-discipline,github_plugins,plugins,0.0001,0,6000,False
ThierryN/fire-flow,github_plugins,plugins,0.0004,0,6000,False
microsoft/Dataverse-skills,github_plugins,plugins,0.0000,0,4677,False
spences10/mcpick,github_plugins,plugins,0.0001,0,5619,False
heyadam/claudedesign-to-swiftui,github_plugins,plugins,0.0000,0,6000,False
mutable-state-inc/lean-collab,github_plugins,plugins,0.0000,0,6000,False
Amanbh997/Urban-Design-Skills-Claude,github_plugins,plugins,0.0001,0,6000,False
chanwit/tdg,github_plugins,plugins,0.0000,0,2547,False
GBSOSS/ai-drawio,github_plugins,plugins,0.0000,0,3827,False
SwiftfulThinking/SwiftfulStarterProject,github_plugins,plugins,0.0001,0,6000,False
liigoQi/disco-elysium,github_plugins,plugins,0.0214,0,2737,False
subinium/awesome-claude-code,github_plugins,plugins,0.0011,0,6000,False
talkstream/ru-text,github_plugins,plugins,0.0007,0,6000,False
tribixbite/awesome,github_plugins,plugins,0.0074,0,6000,False
tavily-ai/tavily-cookbook,github_plugins,plugins,0.0000,0,2201,False
yuque/yuque-plugin,github_plugins,plugins,0.0063,0,6000,False
mintmcp/agent-security,github_plugins,plugins,0.0140,0,3953,False
nowledge-co/community,github_plugins,plugins,0.0005,0,6000,False
browserbase/claude-code-plugin,github_plugins,plugins,0.0000,0,5351,False
swt-labs/vibe-better-with-claude-code-vbw,github_plugins,plugins,0.0010,0,6000,False
knowsuchagency/fulcrum,github_plugins,plugins,0.0001,0,6000,False
zx12671/palace,github_plugins,plugins,0.0005,0,4978,False
jellydn/my-ai-tools,github_plugins,plugins,0.0012,0,6000,False
basecamp/house-skills,github_plugins,plugins,0.0000,0,1974,False
DeanLa/cctop,github_plugins,plugins,0.0001,0,5781,False
agent-messenger/agent-messenger,github_plugins,plugins,0.7604,1,6000,False
pacifio/ui,github_plugins,plugins,0.0036,0,6000,False
kaivyy/perseus,github_plugins,plugins,0.0003,0,6000,False
Hainrixz/cyber-neo,github_plugins,plugins,0.5156,1,6000,False
LangcliTeam/langcli,github_plugins,plugins,0.0044,0,6000,False
Dianel555/DSkills,github_plugins,plugins,0.0002,0,2314,False
tombelieber/claude-view,github_plugins,plugins,0.9928,1,6000,False
Hainrixz/maia-skill,github_plugins,plugins,0.0017,0,6000,False
brightdata/skills,github_plugins,plugins,0.9965,1,6000,False
codejunkie99/Gateflow-Plugin,github_plugins,plugins,0.0001,0,6000,False
AgriciDaniel/claude-cybersecurity,github_plugins,plugins,0.7187,1,4977,False
neurofoo/agent-skills,github_plugins,plugins,0.0000,0,5566,False
YPares/rigup.nix,github_plugins,plugins,0.0000,0,6000,False
AwesomeJun/awesome-claude-plugins,github_plugins,plugins,0.9754,1,6000,False
jup-ag/agent-skills,github_plugins,plugins,0.0000,0,2747,False
harris21/laravel-herd-worktree,github_plugins,plugins,0.0001,0,3940,False
tryopendata/skills,github_plugins,plugins,0.0000,0,3151,False
doodledood/manifest-dev,github_plugins,plugins,0.0007,0,6000,False
pivoshenko/kasetto,github_plugins,plugins,0.8435,1,6000,False
