slug,source,substrate,pi_probability,pi_label,content_len,defender_positive
tzachbon/claude-model-router-hook,github_plugins,plugins,0.0000,0,6000,False
oprogramadorreal/optimus-claude,github_plugins,plugins,0.0059,0,6000,False
6m1w/claude-sound-fx,github_plugins,plugins,0.0352,0,6000,False
sequenzia/agent-alchemy,github_plugins,plugins,0.0000,0,6000,False
iurykrieger/claude-bedrock,github_plugins,plugins,0.0335,0,6000,False
theogbrand/yoink,github_plugins,plugins,0.0003,0,6000,False
wzf1997/claude-code-guide,github_plugins,plugins,0.0029,0,1889,False
PatilShreyas/claude-code-session-bridge,github_plugins,plugins,0.0246,0,6000,False
sagarmk/beacon-plugin,github_plugins,plugins,0.5113,1,6000,False
aligundogdu/symfony-hexagonal-skill,github_plugins,plugins,0.0000,0,6000,False
backbay-labs/thrunt-god,github_plugins,plugins,0.9958,1,6000,False
Manavarya09/cost-guardian,github_plugins,plugins,0.0002,0,6000,False
hatawong/claude-recap,github_plugins,plugins,0.9868,1,6000,False
open-agreements/open-agreements,github_plugins,plugins,0.0188,0,6000,False
massimodeluisa/recursive-decomposition-skill,github_plugins,plugins,0.7440,1,6000,False
magic5644/Graph-It-Live,github_plugins,plugins,0.3386,0,6000,False
Joncik91/ucai,github_plugins,plugins,0.0003,0,6000,False
abiswas97/gemini-plugin-cc,github_plugins,plugins,0.0000,0,4795,False
bbhunterpk-ux/memctx,github_plugins,plugins,0.5780,1,6000,False
sdsrss/code-graph-mcp,github_plugins,plugins,0.0000,0,6000,False
frmoretto/hardstop,github_plugins,plugins,0.2667,0,6000,False
jananthan30/Resume-Builder,github_plugins,plugins,0.0001,0,6000,False
wells1137/media-skills,github_plugins,plugins,0.0004,0,2493,False
MatiousCorp/claude-tts,github_plugins,plugins,0.0001,0,6000,False
dreamiurg/claude-mountaineering-skills,github_plugins,plugins,0.0637,0,6000,False
LiorCohen/sdd,github_plugins,plugins,0.0000,0,6000,False
mkhrdev/cc-spec-driven,github_plugins,plugins,0.0056,0,6000,False
Gr122lyBr/claude-teams-brain,github_plugins,plugins,0.9674,1,6000,False
kochetkov-ma/claude-brewcode,github_plugins,plugins,0.0127,0,6000,False
specstoryai/agent-skills,github_plugins,plugins,0.0000,0,5441,False
ByamB4/find-cve-agent,github_plugins,plugins,0.0000,0,6000,False
wunderlabs-dev/claudebin,github_plugins,plugins,0.0180,0,1500,False
atxtechbro/dotfiles,github_plugins,plugins,0.0002,0,6000,False
girofu/skill-fetch,github_plugins,plugins,0.0004,0,6000,False
endlessblink/master-plan,github_plugins,plugins,0.0000,0,6000,False
kunickiaj/codemem,github_plugins,plugins,0.0004,0,6000,False
GRCEngClub/claude-grc-engineering,github_plugins,plugins,0.0000,0,6000,False
piemonte/apple-engineer-superpowers,github_plugins,plugins,0.0000,0,6000,False
LucasDuys/forge,github_plugins,plugins,0.9831,1,6000,False
onsails/cc,github_plugins,plugins,0.0000,0,1679,False
shaan-ad/pm-os,github_plugins,plugins,0.0000,0,6000,False
akaszubski/autonomous-dev,github_plugins,plugins,0.0016,0,6000,False
egorfedorov/Soloboard,github_plugins,plugins,0.0661,0,6000,False
andyzengmath/quantum-loop,github_plugins,plugins,0.0001,0,6000,False
albertzhangz10/figma-design-system-to-design-md,github_plugins,plugins,0.0046,0,4912,False
cdeust/Cortex,github_plugins,plugins,0.9770,1,6000,False
agenisea/ai-design-engineering-cc-plugins,github_plugins,plugins,0.0000,0,6000,False
sherpa-sh/Sherpa-Action,github_plugins,plugins,0.0001,0,6000,False
FrkAk/mymir,github_plugins,plugins,0.0000,0,6000,False
punt-labs/prfaq,github_plugins,plugins,0.0000,0,6000,False
d0gesec/pownie,github_plugins,plugins,0.0088,0,6000,False
JasperSui/claude-code-iterm2-tab-status,github_plugins,plugins,0.0006,0,6000,False
jcmrs/claude-code-spec-kit-subagent-plugin,github_plugins,plugins,0.0000,0,5506,False
fomyio/claude-context-monitor,github_plugins,plugins,0.0055,0,6000,False
danjdewhurst/story-skills,github_plugins,plugins,0.0052,0,6000,False
PostHog/ai-plugin,github_plugins,plugins,0.0002,0,4066,False
DojoCodingLabs/remotion-superpowers,github_plugins,plugins,0.0012,0,6000,False
malakhov-dmitrii/forge,github_plugins,plugins,0.0001,0,6000,False
gabelul/stitch-kit,github_plugins,plugins,0.0004,0,6000,False
Brainrot-Creations/claude-plugins,github_plugins,plugins,0.0088,0,2351,False
andisab/swe-marketplace,github_plugins,plugins,0.0000,0,6000,False
vertti/se-cove-claude-plugin,github_plugins,plugins,0.0000,0,4191,False
nidhinjs/prompt-mini,github_plugins,plugins,0.0017,0,6000,False
vbcherepanov/total-agent-memory,github_plugins,plugins,0.0071,0,6000,False
alexei-led/cc-thingz,github_plugins,plugins,0.0008,0,6000,False
rvk7895/llm-knowledge-bases,github_plugins,plugins,0.0000,0,4256,False
bennypowers/asimonim,github_plugins,plugins,0.0000,0,2578,False
praneybehl/llm-wiki-plugin,github_plugins,plugins,0.0000,0,6000,False
0xmariowu/AgentLint,github_plugins,plugins,0.9926,1,6000,False
withqwerty/nutmeg,github_plugins,plugins,0.0000,0,4857,False
Fujigo-Software/f5-framework-claude,github_plugins,plugins,0.0003,0,3680,False
yusufkaran/swiftui-autotest-skill,github_plugins,plugins,0.0001,0,6000,False
ogrodev/fsociety,github_plugins,plugins,0.9920,1,6000,False
wayne930242/Reflexive-Claude-Code,github_plugins,plugins,0.0000,0,6000,False
moshehbenavraham/apex-spec-system,github_plugins,plugins,0.0000,0,6000,False
maigentic/stratarts,github_plugins,plugins,0.0001,0,6000,False
AppsVortex/arness,github_plugins,plugins,0.0005,0,6000,False
FlineDev/TandemKit,github_plugins,plugins,0.0004,0,6000,False
robertsfeir/atelier-pipeline,github_plugins,plugins,0.0003,0,6000,False
howardpen9/cc-inspect,github_plugins,plugins,0.0000,0,3056,False
Roberdan/convergio-community,github_plugins,plugins,0.0101,0,6000,False
heurema/signum,github_plugins,plugins,0.0251,0,6000,False
allsmog/vuln-scout,github_plugins,plugins,0.0012,0,6000,False
kojott/claude-docu-optimizer,github_plugins,plugins,0.0000,0,3045,False
damusix/ai-tools,github_plugins,plugins,0.0000,0,3967,False
zircote/lsp-marketplace,github_plugins,plugins,0.0001,0,5931,False
shahtuyakov/claude-setup,github_plugins,plugins,0.0000,0,6000,False
Sakaax/ux-pilot,github_plugins,plugins,0.9888,1,6000,False
berrzebb/consensus-loop,github_plugins,plugins,0.0003,0,6000,False
Myr-Aya/GouvernAI-claude-code-plugin,github_plugins,plugins,0.9783,1,6000,False
ovr/vibecoder-connector,github_plugins,plugins,0.0464,0,5620,False
Sangkwun/sandy,github_plugins,plugins,0.0006,0,5527,False
Madhan230205/token-reducer,github_plugins,plugins,0.0008,0,6000,False
artmerenfeld/coding-asmr,github_plugins,plugins,0.0024,0,3537,False
cathy-kim/skill-semver,github_plugins,plugins,0.0001,0,4826,False
suxrobGM/jobpilot,github_plugins,plugins,0.0001,0,3930,False
carolinacherry/claude-certified-architect,github_plugins,plugins,0.0000,0,3132,False
cjsimon2/Divi5-ToolKit,github_plugins,plugins,0.0000,0,6000,False
Axect/magi-researchers,github_plugins,plugins,0.9643,1,6000,False
Lulzx/ubrowser,github_plugins,plugins,0.0001,0,6000,False
davidleitw/xreview,github_plugins,plugins,0.0001,0,6000,False
yaniv-golan/pretext-skill,github_plugins,plugins,0.0116,0,5745,False
pcatattacks/solopreneur-plugin,github_plugins,plugins,0.0003,0,6000,False
chrisallenlane/claude-swe-workflows,github_plugins,plugins,0.0000,0,6000,False
raphaelchristi/harness-evolver,github_plugins,plugins,0.0093,0,6000,False
cyijun/agent-smith,github_plugins,plugins,0.0003,0,6000,False
GabrielBarberini/laconic,github_plugins,plugins,0.9923,1,4752,False
Z-M-Huang/golden-CLAUDE.md,github_plugins,plugins,0.0000,0,60,False
clomia/claude-automata,github_plugins,plugins,0.0000,0,998,False
siddharthkandan/universal-remote-control,github_plugins,plugins,0.0002,0,6000,False
johnzfitch/claude-wiki,github_plugins,plugins,0.0000,0,4623,False
mnvsk97/eyeroll,github_plugins,plugins,0.0005,0,6000,False
brsbl/ottonomous,github_plugins,plugins,0.0001,0,6000,False
sohaibt/product-mode,github_plugins,plugins,0.0000,0,4344,False
0xmariowu/Autosearch,github_plugins,plugins,0.9881,1,6000,False
d-oit/gemini-search-plugin,github_plugins,plugins,0.0001,0,6000,False
Chocolatine75/haunt,github_plugins,plugins,0.0056,0,6000,False
d3x293/code-crew,github_plugins,plugins,0.0000,0,6000,False
serbanghita/claude-code-plan-critique,github_plugins,plugins,0.0001,0,3702,False
jonathanmr22/pact,github_plugins,plugins,0.5061,1,6000,False
wazionapps/nexo,github_plugins,plugins,0.0038,0,6000,False
heathdutton/claude-d2-diagrams,github_plugins,plugins,0.0010,0,3283,False
motherduckdb/agent-skills,github_plugins,plugins,0.0000,0,6000,False
kojott/claude-replan,github_plugins,plugins,0.0000,0,6000,False
NodeNestor/claude-rolling-context,github_plugins,plugins,0.0008,0,6000,False
KtKID/x-dev-pipeline,github_plugins,plugins,0.0009,0,6000,False
DojoCodingLabs/code-sensei,github_plugins,plugins,0.0279,0,6000,False
panaversity/agentfactory-business-plugins,github_plugins,plugins,0.0002,0,6000,False
kanaerulabs/growth-kit,github_plugins,plugins,0.0029,0,6000,False
michael-harris/devteam,github_plugins,plugins,0.0000,0,6000,False
johnkozaris/jko-claude-plugins,github_plugins,plugins,0.0185,0,6000,False
h315uk3/symbiosis,github_plugins,plugins,0.0169,0,6000,False
ferdinandobons/diagram-creator-skill,github_plugins,plugins,0.0001,0,6000,False
ducpm2303/claude-java-plugins,github_plugins,plugins,0.0000,0,6000,False
Langerrr/zforge,github_plugins,plugins,0.0000,0,3223,False
primeline-ai/claude-adaptive-research,github_plugins,plugins,0.0014,0,6000,False
TobiasBlask/open-paper-machine,github_plugins,plugins,0.0006,0,6000,False
bendrucker/claude,github_plugins,plugins,0.0000,0,1454,False
AdrianV101/obsidian-pkm-plugin,github_plugins,plugins,0.8351,1,6000,False
shyuan/writing-humanizer,github_plugins,plugins,0.0000,0,3401,False
Yassinello/claude-plugin-prd-workflow,github_plugins,plugins,0.0003,0,6000,False
Playgama/bridge-claude-plugins,github_plugins,plugins,0.0000,0,1006,False
ww-w-ai/cc-token-saver,github_plugins,plugins,0.0011,0,6000,False
ishwarjha/lumen-product-management,github_plugins,plugins,0.0000,0,6000,False
Intai/story-flow,github_plugins,plugins,0.0000,0,6000,False
shinpr/rashomon,github_plugins,plugins,0.0046,0,6000,False
ralfstrobel/agentic-brownfield-coding,github_plugins,plugins,0.0000,0,5449,False
phj128/autoworker,github_plugins,plugins,0.0000,0,6000,False
cylestio/agent-inspector,github_plugins,plugins,0.0001,0,6000,False
xbim08/awesome-claude-code-plugins,github_plugins,plugins,0.0004,0,4613,False
usewire/wire-memory,github_plugins,plugins,0.0047,0,6000,False
artgas1/infostyle-skill,github_plugins,plugins,0.0000,0,6000,False
Byunk/minimal-claude-code,github_plugins,plugins,0.0001,0,3141,False
afhverjuekki/claude-code-aristotle-plugin,github_plugins,plugins,0.0000,0,6000,False
SeongwoongCho/adaptive-harness,github_plugins,plugins,0.0007,0,6000,False
agentweave/cortex,github_plugins,plugins,0.0000,0,6000,False
costajohnt/oss-autopilot,github_plugins,plugins,0.9771,1,6000,False
stone16/harness-engineering-skills,github_plugins,plugins,0.0019,0,6000,False
PabloLION/bmad-plugin,github_plugins,plugins,0.0005,0,6000,False
alibrahim/cascade,github_plugins,plugins,0.0000,0,6000,False
galyarderlabs/galyarder-framework,github_plugins,plugins,0.0558,0,6000,False
coalesce-labs/catalyst,github_plugins,plugins,0.0000,0,6000,False
hugoguerrap/crypto-claude-desk,github_plugins,plugins,0.0000,0,6000,False
Habitat-Thinking/ai-literacy-superpowers,github_plugins,plugins,0.0353,0,6000,False
ArunJRK/audit-flow,github_plugins,plugins,0.0006,0,6000,False
reidemeister94/development-skills,github_plugins,plugins,0.0044,0,5075,False
GodsBoy/lossless-code,github_plugins,plugins,0.0651,0,6000,False
redker56/auto-harness,github_plugins,plugins,0.0000,0,6000,False
shipdeckai/image-gen,github_plugins,plugins,0.0170,0,3956,False
bigph00t/claude-research-team,github_plugins,plugins,0.0000,0,4522,False
aperepel/claude-mlx-tts,github_plugins,plugins,0.0001,0,4723,False
LuciferDono/contribute,github_plugins,plugins,0.0213,0,6000,False
iliaal/compound-engineering-plugin,github_plugins,plugins,0.0004,0,6000,False
t1/tdder,github_plugins,plugins,0.0000,0,4943,False
developer-overheid-nl/skills-developer-overheid-nl,github_plugins,plugins,0.0001,0,3240,False
maximus0411/BorisChernyClaudeMarkdown,github_plugins,plugins,0.0023,0,5365,False
developer-overheid-nl/skills-marketplace,github_plugins,plugins,0.0005,0,5948,False
bovinphang/frontend-craft,github_plugins,plugins,0.0031,0,6000,False
georgeguimaraes/claude-code-ghost,github_plugins,plugins,0.0002,0,1249,False
ngvoicu/specmint-core,github_plugins,plugins,0.0005,0,6000,False
rube-de/cc-skills,github_plugins,plugins,0.0002,0,6000,False
SergeyKhval/claude-dnd,github_plugins,plugins,0.0001,0,3176,False
sehoon787/my-claude,github_plugins,plugins,0.0042,0,6000,False
cukas/claudes-ai-buddies,github_plugins,plugins,0.0202,0,6000,False
reiver/vibefed,github_plugins,plugins,0.0000,0,6000,False
Njengah/claude-code-tutorials,github_plugins,plugins,0.0006,0,3737,False
lib4u/rufler,github_plugins,plugins,0.0001,0,6000,False
elb-pr/claudikins-automatic-context-manager,github_plugins,plugins,0.0000,0,5103,False
VdustR/cc-skill-buddy-reroll,github_plugins,plugins,0.0000,0,1889,False
alirezarezvani/alirezarezvani,github_plugins,plugins,0.7269,1,6000,False
kylehughes/writing-prose-like-a-human-for-agents,github_plugins,plugins,0.0013,0,4812,False
mumudevx/claude-plugin-builder,github_plugins,plugins,0.0000,0,2446,False
analyticalmonk/fal-ai-skill,github_plugins,plugins,0.0003,0,2691,False
DefaultPerson/agent-setup,github_plugins,plugins,0.0001,0,4291,False
sakebomb/mcp-recall,github_plugins,plugins,0.0011,0,6000,False
sxhmilyoyo/sundayhao-plugins,github_plugins,plugins,0.0034,0,1442,False
PCIRCLE-AI/memesh-llm-memory,github_plugins,plugins,0.9727,1,6000,False
ZviBaratz/gnome-extension-reviewer,github_plugins,plugins,0.0017,0,6000,False
zircote/sigint,github_plugins,plugins,0.0003,0,6000,False
pilot617/awesome-claude-code-plugins,github_plugins,plugins,0.0000,0,3200,False
yongquantan/dependency-guard,github_plugins,plugins,0.0002,0,6000,False
proyecto26/autoresearch-ai-plugin,github_plugins,plugins,0.0000,0,6000,False
Obsidian-Owl/specwright,github_plugins,plugins,0.9795,1,6000,False
verkyyi/github-agent-runner,github_plugins,plugins,0.0000,0,6000,False
zigizhujian/cc-companion,github_plugins,plugins,0.0000,0,6000,False
HartBrook/lookagain,github_plugins,plugins,0.0000,0,6000,False
backblaze-b2-samples/claude-skill-b2-cloud-storage,github_plugins,plugins,0.0000,0,5374,False
d4rkNinja/infynon-cli,github_plugins,plugins,0.0006,0,6000,False
seongjaeryu/bindly-claude-code,github_plugins,plugins,0.0010,0,4490,False
seokan-jeong/team-shinchan,github_plugins,plugins,0.0042,0,6000,False
LarouexNonprofitConsulting/larouex-fullstack-plugin,github_plugins,plugins,0.0005,0,6000,False
tidymodels/skills,github_plugins,plugins,0.0001,0,3487,False
p-poss/dj-claude,github_plugins,plugins,0.0940,0,6000,False
fusengine/agents,github_plugins,plugins,0.0003,0,6000,False
kimsanguine/AI_PM_Skills,github_plugins,plugins,0.0003,0,6000,False
stevesolun/micro-skills,github_plugins,plugins,0.0000,0,6000,False
ychampion/claude-self-learning,github_plugins,plugins,0.0060,0,2703,False
skullninja/coco-workflow,github_plugins,plugins,0.0030,0,6000,False
ahundt/autorun,github_plugins,plugins,0.0116,0,6000,False
sjnims/gen-alpha-output-style,github_plugins,plugins,0.0177,0,2499,False
jonny981/claude-tandem,github_plugins,plugins,0.0638,0,6000,False
deepshal99/notch-so-good,github_plugins,plugins,0.0088,0,4692,False
tsanva/cc-discord-presence,github_plugins,plugins,0.0000,0,6000,False
enescaakir/notify,github_plugins,plugins,0.0002,0,3202,False
littlebearapps/pitchdocs,github_plugins,plugins,0.4416,0,6000,False
tykisgod/quick-question,github_plugins,plugins,0.9504,1,6000,False
NotMyself/planning-system,github_plugins,plugins,0.0000,0,3614,False
codingSamss/all-my-ai-needs,github_plugins,plugins,0.0038,0,4586,False
HeytalePazguato/event-horizon,github_plugins,plugins,0.0008,0,6000,False
vavasilva/ralph-planner,github_plugins,plugins,0.0000,0,6000,False
austron24/kalshi-trader-plugin,github_plugins,plugins,0.0001,0,5773,False
nextor2k/hyperfocus,github_plugins,plugins,0.0583,0,6000,False
JaWaMi73/AutoDream,github_plugins,plugins,0.0006,0,6000,False
jikig-ai/soleur,github_plugins,plugins,0.0001,0,4747,False
enzoleonardi/claude-salesforce-skill,github_plugins,plugins,0.0001,0,3196,False
YuriNachos/claude-scope,github_plugins,plugins,0.0326,0,6000,False
ConaryLabs/Mira,github_plugins,plugins,0.0005,0,5461,False
enesbasbug/voice-to-claude,github_plugins,plugins,0.0001,0,5754,False
yaniv-golan/proof-engine,github_plugins,plugins,0.0242,0,6000,False
RDEL-Group/compound-knowledge-work,github_plugins,plugins,0.0002,0,6000,False
jhlee0409/all-for-claudecode,github_plugins,plugins,0.0096,0,6000,False
urav06/dialectic,github_plugins,plugins,0.0111,0,5444,False
ShaheerKhawaja/ProductionOS,github_plugins,plugins,0.0001,0,6000,False
smorky850612/Aurakit,github_plugins,plugins,0.9657,1,6000,False
bitflight-devops/hallucination-detector,github_plugins,plugins,0.0102,0,6000,False
ash1794/vibe-engineering,github_plugins,plugins,0.0013,0,6000,False
Anasss/qa-orchestra,github_plugins,plugins,0.0000,0,6000,False
Stickman230/claude-pentest,github_plugins,plugins,0.9620,1,6000,False
DheerG/swarms,github_plugins,plugins,0.0000,0,6000,False
changzhiai/claude-code-patch,github_plugins,plugins,0.0000,0,4526,False
AxmeAI/axme-code,github_plugins,plugins,0.0061,0,6000,False
zircote/rust-lsp,github_plugins,plugins,0.0005,0,6000,False
MIMI180306/claude-persistent-memory,github_plugins,plugins,0.9327,1,6000,False
OshanKHZ/cc-swiss-knife,github_plugins,plugins,0.9712,1,3653,False
thepushkarp/brainstorm-plan,github_plugins,plugins,0.0000,0,1744,False
devhimanshulohani/claude-agent-manager,github_plugins,plugins,0.0000,0,6000,False
mzored/init-deep,github_plugins,plugins,0.0004,0,6000,False
masterleopold/anty-framework,github_plugins,plugins,0.0019,0,6000,False
shinpr/metronome,github_plugins,plugins,0.0010,0,2248,False
urav06/claudestrophobic,github_plugins,plugins,0.0263,0,2447,False
